Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
7.068811893463135	0	7.7550387	4.495527	34.0	3.0	7.755038759689922	4.495526824812217	5002	5002
10.664732694625854	1	20.495901	11.503206	62.0	4.0	20.49590163934426	11.503206235447717	5001	10003
13.880697011947632	2	45.736362	21.015007	129.0	7.0	45.736363636363635	21.01500644462829	5031	15034
17.097112894058228	3	44.75893	22.33001	127.0	9.0	44.75892857142857	22.330010850116633	5013	20047
20.34593892097473	4	34.972027	19.97829	112.0	6.0	34.97202797202797	19.9782903347238	5001	25048
23.559888124465942	5	40.99187	20.123398	112.0	7.0	40.99186991869919	20.123398157716135	5042	30090
26.754714727401733	6	47.70476	21.784628	105.0	8.0	47.7047619047619	21.784627087105786	5009	35099
29.99762988090515	7	67.22667	32.847355	150.0	11.0	67.22666666666667	32.84735335186417	5042	40141
33.22599792480469	8	102.061226	48.166126	231.0	12.0	102.06122448979592	48.166127552446895	5001	45142
36.46693801879883	9	137.83784	57.681095	314.0	36.0	137.83783783783784	57.681096024332774	5100	50242
58.46398687362671	10	162.93549	59.31759	319.0	51.0	162.93548387096774	59.31758999513032	5051	55293
61.76476788520813	11	171.16667	78.80866	349.0	31.0	171.16666666666666	78.80866421628751	5135	60428
64.93435788154602	12	192.42308	44.45064	300.0	105.0	192.42307692307693	44.450640799156325	5003	65431
68.20216012001038	13	166.09677	58.181778	325.0	28.0	166.09677419354838	58.18178122929486	5149	70580
71.38086581230164	14	229.54546	88.41932	404.0	109.0	229.54545454545453	88.41931466942938	5050	75630
74.63945579528809	15	192.34616	50.322758	320.0	112.0	192.34615384615384	50.322760034747624	5001	80631
77.93212580680847	16	420.5	218.90466	845.0	102.0	420.5	218.9046596123527	5046	85677
