Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
5.470316171646118	0	7.7550387	4.495527	34.0	3.0	7.755038759689922	4.495526824812217	5002	5002
8.9829843044281	1	20.495901	11.503206	62.0	4.0	20.49590163934426	11.503206235447717	5001	10003
12.315224170684814	2	45.736362	21.015007	129.0	7.0	45.736363636363635	21.01500644462829	5031	15034
15.623241186141968	3	44.75893	22.33001	127.0	9.0	44.75892857142857	22.330010850116633	5013	20047
18.807806253433228	4	34.972027	19.97829	112.0	6.0	34.97202797202797	19.9782903347238	5001	25048
22.13364815711975	5	40.99187	20.123398	112.0	7.0	40.99186991869919	20.123398157716135	5042	30090
25.410909175872803	6	47.70476	21.784628	105.0	8.0	47.7047619047619	21.784627087105786	5009	35099
28.745233297348022	7	67.22667	32.847355	150.0	11.0	67.22666666666667	32.84735335186417	5042	40141
32.50073432922363	8	102.061226	48.166126	231.0	12.0	102.06122448979592	48.166127552446895	5001	45142
36.04041314125061	9	137.83784	57.681095	314.0	36.0	137.83783783783784	57.681096024332774	5100	50242
39.51855731010437	10	162.93549	59.31759	319.0	51.0	162.93548387096774	59.31758999513032	5051	55293
43.15987706184387	11	171.16667	78.80866	349.0	31.0	171.16666666666666	78.80866421628751	5135	60428
46.46578812599182	12	192.42308	44.45064	300.0	105.0	192.42307692307693	44.450640799156325	5003	65431
49.98689818382263	13	166.09677	58.181778	325.0	28.0	166.09677419354838	58.18178122929486	5149	70580
53.464191198349	14	229.54546	88.41932	404.0	109.0	229.54545454545453	88.41931466942938	5050	75630
56.77291417121887	15	192.34616	50.322758	320.0	112.0	192.34615384615384	50.322760034747624	5001	80631
60.21272611618042	16	420.5	218.90466	845.0	102.0	420.5	218.9046596123527	5046	85677
64.28806114196777	17	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	91677
68.21937727928162	18	726.0	370.18677	1000.0	89.0	726.0	370.1867771814655	5808	97485
71.7188081741333	19	858.3333	316.7763	1000.0	150.0	858.3333333333334	316.77629681247015	5150	102635
75.78166437149048	20	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	108635
79.68868398666382	21	821.4286	257.31683	1000.0	280.0	821.4285714285714	257.31684589951254	5750	114385
83.60577821731567	22	821.8571	212.95299	1000.0	479.0	821.8571428571429	212.9529985509402	5753	120138
87.09755325317383	23	468.45456	179.47214	724.0	197.0	468.45454545454544	179.47213692906288	5153	125291
90.64956307411194	24	649.75	228.1577	1000.0	356.0	649.75	228.1577031353533	5198	130489
94.59786701202393	25	645.6667	321.54282	1000.0	120.0	645.6666666666666	321.54280862394944	5811	136300
98.1137912273407	26	572.3333	394.15564	1000.0	86.0	572.3333333333334	394.15563761877956	5151	141451
101.67935013771057	27	861.8333	308.95007	1000.0	171.0	861.8333333333334	308.9500588912209	5171	146622
105.65844011306763	28	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	152622
109.63798904418945	29	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	158622
113.57731509208679	30	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	164622
117.54542303085327	31	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	170622
121.42250227928162	32	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	176622
125.78955411911011	33	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	182622
129.6436412334442	34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	188622
