Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.09722805023	0	17.20339	5.229576	33.0	9.0	17.203389830508474	5.229575803573394	1015	1015
3.50694203377	1	28.742857	13.130864	59.0	9.0	28.742857142857144	13.13086409330074	1006	2021
3.82940196991	2	40.64	19.023943	82.0	15.0	40.64	19.023942808997298	1016	3037
4.16162610054	3	58.333332	29.42788	116.0	26.0	58.333333333333336	29.427877939124322	1050	4087
4.47794914246	4	59.64706	20.184273	112.0	20.0	59.64705882352941	20.184272201163395	1014	5101
4.80362892151	5	77.92308	27.841478	132.0	34.0	77.92307692307692	27.841478570544396	1013	6114
5.12748098373	6	104.9	41.1739	200.0	65.0	104.9	41.17389949956161	1049	7163
5.47037506104	7	125.111115	41.474075	192.0	52.0	125.11111111111111	41.47407341258028	1126	8289
5.8087310791	8	135.0	16.763054	151.0	104.0	135.0	16.76305461424021	1080	9369
6.13379096985	9	170.66667	33.64356	200.0	109.0	170.66666666666666	33.643556424505555	1024	10393
27.0903749466	10	198.83333	2.6087458	200.0	193.0	198.83333333333334	2.6087459737497545	1193	11586
27.4581029415	11	200.0	0.0	200.0	200.0	200.0	0.0	1200	12786
27.8314259052	12	200.0	0.0	200.0	200.0	200.0	0.0	1200	13986
28.1849849224	13	187.33333	28.323526	200.0	124.0	187.33333333333334	28.323527714997336	1124	15110
28.5301010609	14	183.83333	29.577112	200.0	119.0	183.83333333333334	29.577112021892123	1103	16213
28.8743550777	15	178.66667	22.201101	200.0	142.0	178.66666666666666	22.201101073795616	1072	17285
29.2295279503	16	185.83333	21.574806	200.0	140.0	185.83333333333334	21.574805264989585	1115	18400
29.5619390011	17	170.16667	22.66728	200.0	141.0	170.16666666666666	22.667279403482798	1021	19421
29.9350469112	18	196.5	7.826238	200.0	179.0	196.5	7.826237921249264	1179	20600
30.3140189648	19	197.5	4.387482	200.0	188.0	197.5	4.387482193696061	1185	21785
51.3526730537	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	22985
51.7918689251	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	24185
52.1826639175	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	25385
52.5733749866	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	26585
52.9635629654	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	27785
53.355782032	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	28985
53.7421951294	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	30185
54.1469590664	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	31385
54.540653944	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	32585
54.9442799091	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	33785
76.0186929703	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	34985
76.4169399738	31	192.66667	16.397831	200.0	156.0	192.66666666666666	16.397831834998456	1156	36141
76.8156349659	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	37341
77.2219679356	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	38541
77.6350190639	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	39741
78.0220110416	35	180.33333	16.937794	200.0	156.0	180.33333333333334	16.937794687883333	1082	40823
78.4294359684	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	42023
78.8451449871	37	195.16667	5.983774	200.0	185.0	195.16666666666666	5.983774357005413	1171	43194
79.2720379829	38	188.5	23.135471	200.0	137.0	188.5	23.13547060251855	1131	44325
79.6787071228	39	197.16667	6.335526	200.0	183.0	197.16666666666666	6.335525936249404	1183	45508
