Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.26100301743	0	16.73913	7.300445	74.0	8.0	16.73913043478261	7.300444888150761	5005	5005
5.74225687981	1	28.971098	16.22865	83.0	9.0	28.971098265895954	16.228650803018024	5012	10017
7.15233898163	2	45.315315	26.330532	132.0	13.0	45.31531531531532	26.330533087051688	5030	15047
8.53008389473	3	51.32653	18.995045	100.0	21.0	51.326530612244895	18.995045277814047	5030	20077
9.88394594193	4	71.49296	33.284885	179.0	17.0	71.49295774647888	33.284887760417135	5076	25153
11.2475669384	5	98.92157	43.12128	216.0	25.0	98.92156862745098	43.12128046466103	5045	30198
12.7380800247	6	102.82	37.9772	184.0	35.0	102.82	37.97719842221119	5141	35339
14.1116778851	7	151.9697	56.49322	288.0	45.0	151.96969696969697	56.49322021456383	5015	40354
15.5066270828	8	166.19354	72.91286	438.0	43.0	166.19354838709677	72.91285976881592	5152	45506
16.9649410248	9	216.54167	88.2213	500.0	120.0	216.54166666666666	88.22130277823429	5197	50703
66.9435429573	10	393.76923	93.53169	500.0	253.0	393.7692307692308	93.53169256884482	5119	55822
68.3943939209	11	400.15384	90.89796	500.0	237.0	400.15384615384613	90.89795305628441	5202	61024
69.8106899261	12	304.52942	102.83346	500.0	135.0	304.52941176470586	102.83345624447031	5177	66201
71.2267980576	13	229.72728	76.05332	430.0	125.0	229.72727272727272	76.05331970411633	5054	71255
72.7855129242	14	159.8125	38.916927	266.0	100.0	159.8125	38.916928755363	5114	76369
74.1912930012	15	154.15152	36.77707	252.0	97.0	154.15151515151516	36.77706895246845	5087	81456
75.5663249493	16	173.96552	52.69724	348.0	107.0	173.9655172413793	52.69723722302107	5045	86501
77.0228979588	17	209.875	56.97464	347.0	142.0	209.875	56.974637997972394	5037	91538
78.5029230118	18	306.29413	102.08345	500.0	161.0	306.29411764705884	102.08345185125998	5207	96745
79.8940389156	19	338.93332	76.88994	500.0	202.0	338.93333333333334	76.88993576679735	5084	101829
118.864040852	20	350.53333	72.87054	500.0	238.0	350.53333333333336	72.87053969578896	5258	107087
120.304446936	21	434.5	47.115993	500.0	364.0	434.5	47.11599162351002	5214	112301
121.765696049	22	499.45456	1.7248787	500.0	494.0	499.45454545454544	1.724878723728207	5494	117795
123.263604879	23	494.72726	16.673828	500.0	442.0	494.72727272727275	16.673827662706	5442	123237
124.708956957	24	485.0909	47.146687	500.0	336.0	485.09090909090907	47.14668511523765	5336	128573
126.173061848	25	484.63635	48.584084	500.0	331.0	484.6363636363636	48.58408405167782	5331	133904
127.584779024	26	464.72726	70.19206	500.0	263.0	464.72727272727275	70.19206237057514	5112	139016
129.055702925	27	415.0	90.37784	500.0	262.0	415.0	90.37783935320564	5395	144411
130.432941914	28	360.35715	117.814384	500.0	155.0	360.35714285714283	117.81438618367764	5045	149456
131.841747046	29	368.07144	104.888695	500.0	172.0	368.07142857142856	104.8886922175219	5153	154609
165.731771946	30	389.85715	112.19489	500.0	165.0	389.85714285714283	112.19489238620011	5458	160067
167.159271955	31	301.2353	78.694145	479.0	205.0	301.2352941176471	78.6941431498556	5121	165188
168.701833963	32	320.2353	118.94365	500.0	172.0	320.2352941176471	118.9436492440926	5444	170632
170.15870285	33	303.05884	114.07864	500.0	112.0	303.05882352941177	114.07864706536003	5152	175784
171.588173866	34	294.58823	108.51297	500.0	150.0	294.5882352941176	108.51297500273705	5008	180792
173.079108953	35	334.625	81.97322	500.0	202.0	334.625	81.9732235245144	5354	186146
174.464529037	36	336.73334	95.42499	500.0	166.0	336.73333333333335	95.42499090326857	5051	191197
175.96310997	37	318.5	98.17459	500.0	167.0	318.5	98.17458938034831	5096	196293
177.405889988	38	285.0	83.4366	500.0	162.0	285.0	83.43660267931975	5130	201423
178.832285881	39	316.625	104.234634	500.0	187.0	316.625	104.23463615804489	5066	206489
210.740793943	40	317.625	91.63779	500.0	195.0	317.625	91.6377890119573	5082	211571
212.190787077	41	373.0	90.48994	500.0	229.0	373.0	90.48993629917402	5222	216793
213.616281986	42	358.42856	78.72893	500.0	215.0	358.42857142857144	78.72893304217443	5018	221811
215.002161026	43	363.07144	92.5816	500.0	199.0	363.07142857142856	92.58159666378802	5083	226894
216.499746084	44	382.0	93.6437	500.0	173.0	382.0	93.64370164160992	5348	232242
217.963749886	45	403.46155	68.7589	500.0	261.0	403.46153846153845	68.75890474875615	5245	237487
219.47004199	46	492.54544	23.573341	500.0	418.0	492.54545454545456	23.573342557618826	5418	242905
220.975419044	47	495.0	12.968493	500.0	455.0	495.0	12.96849328880646	5445	248350
222.505789042	48	500.0	0.0	500.0	500.0	500.0	0.0	5500	253850
224.065048933	49	500.0	0.0	500.0	500.0	500.0	0.0	5500	259350
276.981910944	50	500.0	0.0	500.0	500.0	500.0	0.0	5500	264850
278.557918072	51	500.0	0.0	500.0	500.0	500.0	0.0	5500	270350
280.161551952	52	500.0	0.0	500.0	500.0	500.0	0.0	5500	275850
281.672873974	53	500.0	0.0	500.0	500.0	500.0	0.0	5500	281350
283.209758043	54	500.0	0.0	500.0	500.0	500.0	0.0	5500	286850
284.817086935	55	500.0	0.0	500.0	500.0	500.0	0.0	5500	292350
286.339344025	56	500.0	0.0	500.0	500.0	500.0	0.0	5500	297850
287.959590912	57	500.0	0.0	500.0	500.0	500.0	0.0	5500	303350
289.542620897	58	500.0	0.0	500.0	500.0	500.0	0.0	5500	308850
291.065181017	59	500.0	0.0	500.0	500.0	500.0	0.0	5500	314350
